scraped_at,modele,finition,prix,annee_mise_en_circulation,kilometrage,carburant,transmission,puissance,nb_ancien_proprietaire,classe_vehicule,nb_porte,nb_place,couleur,sellerie,classe_emission,emission_CO2,crit_air,usage_commerciale_anterieure,url_annonce
2025-04-09,Renault Captur,1.5 Blue dCi Business,14 690 €,18.02.2020,65 082 km,Diesel,Boite de vitesse manuelle,116 CV / 85 kW,1,SUV,5,5,Beige,Tissu (Sellerie d'origine),EURO 6,111 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/renault-captur/id/f937c4a8-dce9-4ddd-9e22-97b49543a132/?financePeriod=84&cashAmount=50000
2025-04-09,BMW X1,sDrive16d xLine DKG7,24 390 €,30.09.2019,45 601 km,Diesel,Double embrayage / DCT,116 CV / 85 kW,3,SUV,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,107 g/km,Crit'Air 2,Oui,https://www.autohero.com/fr/bmw-x-1/id/1ecbca97-248c-4048-8e10-2e575bedfe10/?financePeriod=84&cashAmount=50000
2025-04-09,Abarth 500,1.4 Turbo T-Jet 595,16 790 €,26.11.2020,29 705 km,Essence,Boite de vitesse manuelle,145 CV / 107 kW,1,Citadine,3,4,Noir,Tissu (Sellerie d'origine),EURO 6,163 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/abarth-500/id/e80d5c15-e0f8-4201-934f-ff355d5d8c84/?financePeriod=84&cashAmount=50000
2025-04-09,Nissan Qashqai,1.5 dCi DCT7,16 890 €,26.04.2019,90 181 km,Diesel,Double embrayage / DCT,115 CV / 85 kW,Inconnu,SUV,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,109 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/nissan-qashqai/id/80dbccbc-3187-4571-b1fa-2fded2e7d461/?financePeriod=84&cashAmount=50000
2025-04-09,Ford Mondeo,2.0 TDCi ST-Line PowerShift,18 190 €,18.02.2020,80 609 km,Diesel,Boite de vitesse automatique,150 CV / 110 kW,2,Berline,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,124 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/ford-mondeo/id/850d4476-f656-4ecb-9594-f92e6f7b3046/?financePeriod=84&cashAmount=50000
2025-04-09,Fiat 500X,1.0 FireFly T T3 Cross,13 990 €,30.12.2019,67 565 km,Essence,Boite de vitesse manuelle,120 CV / 88 kW,2,SUV,5,5,Noir,Cuir (Sellerie d'origine),EURO 6,129 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/fiat-500-x/id/4f81d4fd-0a0b-4d3c-8df1-89ad57e9d182/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Clio,Estate 1.2 TCe Energy Steel EDC,11 190 €,28.02.2018,93 274 km,Essence,Boite de vitesse automatique,118 CV / 87 kW,3,Break,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,120 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/renault-clio/id/276b7fc0-f20f-4f8f-bdc7-64091b95ab56/?financePeriod=84&cashAmount=50000
2025-04-09,Citroen C3 Aircross,1.5 Blue-HDi Feel Business BV6,12 390 €,09.01.2020,96 212 km,Diesel,Boite de vitesse manuelle,100 CV / 75 kW,2,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,104 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/citroen-c-3-aircross/id/4a1c1f0c-9fa0-4489-887d-79d5cccad2cc/?financePeriod=84&cashAmount=50000&impression_id=YjZlYzhlNTgtZDc0Ni00YjU0LWFlN2YtZjE0NjQxODY3OGJkKzE3NDQxODIwMDkyODQ%3D
2025-04-09,Audi Q2,35 TFSI S Tronic,29 790 €,18.07.2023,6 436 km,Essence,Double embrayage / DCT,150 CV / 110 kW,Inconnu,SUV,5,5,Rouge,Tissu (Sellerie d'origine),EURO 6,147 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/audi-q-2/id/85d1687d-9ad9-4967-8c11-65fc49cfb238/?financePeriod=84&cashAmount=50000
2025-04-09,Mercedes-Benz Classe B,200 Starlight Edition 7G-DCT,20 590 €,26.11.2018,78 326 km,Essence,Double embrayage / DCT,156 CV / 115 kW,3,Monospace,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,142 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/mercedes-benz-classe-b/id/8b2133d1-f9dc-4abe-bfe9-f8c224bae5d6/?financePeriod=84&cashAmount=50000&impression_id=MTE0MmQ0YjUtZGY2ZC00OGUwLWFlOGItZTA2N2I2YzlmMGQ4KzE3NDQxODE4MDg5MzY%3D
2025-04-09,Seat Leon,1.2 TSI Style,13 190 €,28.04.2018,86 166 km,Essence,Boite de vitesse manuelle,110 CV / 81 kW,2,Berline,5,5,Blanc,Cuir (Pas de sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/seat-leon/id/ba849163-0d60-47c0-8997-eb6f74b25968/?financePeriod=84&cashAmount=50000
2025-04-09,BMW X2,sDrive18dA M Sport,26 790 €,02.02.2021,85 616 km,Diesel,Boite de vitesse automatique,150 CV / 110 kW,2,SUV,5,5,Or,Mi-cuir (Sellerie d'origine),EURO 6,143 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/bmw-x-2/id/574bf1a7-4e75-468b-b887-3233271395a9/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 2008,1.2 PureTech GT Line EAT8,15 490 €,28.07.2020,56 291 km,Essence,Boite de vitesse automatique,131 CV / 96 kW,2,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,140 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/peugeot-2008/id/eb040693-941f-4893-8c52-4367b318ffdb/?financePeriod=84&cashAmount=50000
2025-04-09,Toyota RAV 4,2.5 Hybride 2WD Black Edition,32 990 €,09.04.2021,65 729 km,Hybride,Boite de vitesse automatique,218 CV / 160 kW,1,SUV,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,131 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/toyota-rav-4/id/54473596-5b1c-4e59-9b1b-7339451d1899/?financePeriod=84&cashAmount=50000
2025-04-09,Toyota C-HR,2.0 Hybride Dynamic Business,20 490 €,15.05.2020,53 148 km,Hybride,Boite de vitesse automatique,184 CV / 135 kW,1,SUV,5,5,Bleu,Tissu (Sellerie d'origine),EURO 6,118 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/toyota-c-hr/id/6839427d-03cc-4532-aa0d-207dbef1bf76/?financePeriod=84&cashAmount=50000
2025-04-09,Mercedes-Benz Classe B,200 AMG Line 7G-DCT,23 390 €,27.02.2019,87 589 km,Essence,Double embrayage / DCT,163 CV / 120 kW,4,Monospace,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,,Crit'Air 1,,https://www.autohero.com/fr/mercedes-benz-classe-b/id/a24d53de-8c7a-4fad-a70d-58b1f3f22ba1/?financePeriod=84&cashAmount=50000&impression_id=MDhmNmEzMGItNTMxZC00Mjg0LWEwM2ItZjE5OGRlNzFmNTA5KzE3NDQxODIwNDA5MDU%3D
2025-04-09,DS Automobiles DS3 Crossback,1.5 Blue-HDi Rivoli EAT8,21 790 €,14.04.2022,53 714 km,Diesel,Boite de vitesse automatique,130 CV / 96 kW,2,SUV,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,127 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/ds-automobiles-ds-3-crossback/id/80e6a970-32bc-4984-98e1-4eb016f96217/?financePeriod=84&cashAmount=50000&impression_id=N2NlMjdhNTctYzIxNC00ZWQxLThmODgtYTM0NmUzZTY0ZjViKzE3NDQxODE5MjUzMzc%3D
2025-04-09,BMW Série 2,Gran Coupé 218i M Sport Auto 7,26 490 €,20.04.2021,63 748 km,Essence,Double embrayage / DCT,136 CV / 100 kW,Inconnu,Berline,4,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,155 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/bmw-serie-2/id/5dc6d6e5-c493-48d5-90d9-383fd2f51320/?financePeriod=84&cashAmount=50000
2025-04-09,Fiat Panda,1.0 Hybride BSG City Life,9 690 €,10.06.2021,25 403 km,Essence,Boite de vitesse manuelle,70 CV / 52 kW,2,Citadine,5,4,Blanc,Tissu (Sellerie d'origine),EURO 6,118 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/fiat-panda/id/f2d31242-1239-405f-8c41-891b66b9d3fd/?financePeriod=84&cashAmount=50000
2025-04-09,Opel Grandland X,1.6 EcoTec Diesel Innovation,12 790 €,05.07.2018,95 366 km,Diesel,Boite de vitesse manuelle,120 CV / 88 kW,2,SUV,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,104 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/opel-grandland-x/id/0178e67e-ca62-4845-9be3-0d0d13e57262/?financePeriod=84&cashAmount=50000
2025-04-09,Dacia Duster,1.5 dCi Blue Prestige 4x2,12 990 €,19.09.2019,73 285 km,Diesel,Boite de vitesse manuelle,116 CV / 85 kW,2,SUV,5,5,Marron,Tissu (Sellerie d'origine),EURO 6,110 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/dacia-duster/id/deed8f49-2f33-4aa6-a722-2f220dbc396b/?financePeriod=84&cashAmount=50000
2025-04-09,,,,,,,,,,,,,,,,,,,https://www.autohero.com/fr/renault-clio/id/e35cf58d-b271-4732-8bdf-ee1789af7338/?financePeriod=84&cashAmount=50000&impression_id=NjkyOGQ5YjUtNzhkMC00MDIwLWFjYjYtMDFjZTc0N2IyMzQ2KzE3NDQxODIxMTQ0NTk%3D
2025-04-09,Dacia Duster,1.3 TCe Journey 4x2,19 290 €,02.02.2023,16 070 km,Essence,Boite de vitesse manuelle,130 CV / 96 kW,Inconnu,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,141 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/dacia-duster/id/2fab94f1-d675-42f8-9e94-75e6c1e5daa7/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 2008,1.2 PureTech Allure EAT6,11 590 €,27.05.2019,81 299 km,Essence,Boite de vitesse automatique,110 CV / 81 kW,Inconnu,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,114 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-2008/id/bfae4e84-0c91-41ae-957e-3c87ef221cd0/?financePeriod=84&cashAmount=50000
2025-04-09,Audi A1,Sportback 30 TFSI,18 390 €,13.02.2020,52 516 km,Essence,Boite de vitesse manuelle,116 CV / 85 kW,Inconnu,Citadine,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,111 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/audi-a-1/id/bf3efba1-3382-4306-a653-7b26b2191bc4/?financePeriod=84&cashAmount=50000&impression_id=NzllMWQyZWYtODkzNS00ZGJmLTk3MzYtM2Y4MWU4Njc3MDBmKzE3NDQxODE5MTQ4MjI%3D
2025-04-09,Audi A3,Sportback 35 TFSI mHEV S Line S Tronic 7,28 990 €,10.03.2022,45 922 km,Essence,Double embrayage / DCT,150 CV / 110 kW,2,Berline,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,135 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/audi-a-3/id/2709e2a6-752d-4b8d-9974-4442f8785b93/?financePeriod=84&cashAmount=50000
2025-04-09,Lexus UX-Serie,250h 2WD,22 490 €,07.06.2019,75 021 km,Essence,Boite de vitesse automatique,184 CV / 135 kW,Inconnu,SUV,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,94 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/lexus-ux-serie/id/5ae3fb8d-9fd7-4cfa-9f0e-88808260256e/?financePeriod=84&cashAmount=50000
2025-04-09,Mercedes-Benz CLA,Shooting Brake 220 d Fascination 7G-DCT,20 990 €,16.11.2017,97 503 km,Diesel,Boite de vitesse automatique,177 CV / 130 kW,4,Break,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,108 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/mercedes-benz-cla/id/fe7d45e6-b2bc-45f9-bd07-3d0b102b7418/?financePeriod=84&cashAmount=50000
2025-04-09,Ford Focus,2.0 EcoBlue ST Line Auto,19 390 €,07.01.2020,95 013 km,Diesel,Boite de vitesse automatique,150 CV / 110 kW,2,Berline,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,113 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/ford-focus/id/97c0d8ca-2581-4e05-aba6-737a9d2f4918/?financePeriod=84&cashAmount=50000
2025-04-09,Fiat 500X,1.6 MultiJet City Cross,13 390 €,29.03.2019,68 033 km,Diesel,Boite de vitesse manuelle,120 CV / 88 kW,2,SUV,5,5,Beige,Tissu (Sellerie d'origine),EURO 6,124 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/fiat-500-x/id/3cf71ab6-3add-4404-92c6-c55f5917bb5d/?financePeriod=84&cashAmount=50000
2025-04-09,Kia Picanto,1.0 Active,9 690 €,10.02.2022,25 247 km,Essence,Boite de vitesse manuelle,67 CV / 49 kW,3,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,115 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/kia-picanto/id/f721cb4e-28ed-4de4-a6ed-11b77a155c7b/?financePeriod=84&cashAmount=50000&impression_id=OThmMGU2MWUtMDFlYy00NTVlLWI4MDAtNTE2OGZhYzk2MzIzKzE3NDQxODIxNjE3Nzc%3D
2025-04-09,Suzuki Swift,1.2 DualJet Hybrid Avantage,14 590 €,22.09.2023,12 969 km,Essence,Boite de vitesse manuelle,83 CV / 61 kW,1,Citadine,5,5,Rouge,Tissu (Sellerie d'origine),EURO 6,106 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/suzuki-swift/id/840edc85-758b-41a4-8499-f6a5310de138/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Twingo,1.0 SCe Life,7 790 €,23.12.2020,54 899 km,Essence,Boite de vitesse manuelle,65 CV / 48 kW,1,Citadine,5,4,Noir,Tissu (Sellerie d'origine),EURO 6,116 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/renault-twingo/id/53c0396d-d900-4c07-8db4-a3722f3d4986/?financePeriod=84&cashAmount=50000&impression_id=ZTY3NTkxMTEtNjNlZS00YWQwLTg1OGEtZDU3ZTVlZDlhYjZhKzE3NDQxODIxMzAxODQ%3D
2025-04-09,Renault Kadjar,1.3 TCe Intens,13 790 €,27.12.2018,86 067 km,Essence,Boite de vitesse manuelle,140 CV / 103 kW,2,SUV,5,5,Bleu,Tissu (Sellerie d'origine),EURO 6,135 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/renault-kadjar/id/4ac380e6-6be4-414c-9677-5d9943e94c31/?financePeriod=84&cashAmount=50000
2025-04-09,Skoda Fabia,1.0 TSI Clever,10 490 €,18.06.2018,85 089 km,Essence,Boite de vitesse manuelle,95 CV / 70 kW,2,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,101 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/skoda-fabia/id/fa89092f-4860-49bf-8ef7-6040487c5be6/?financePeriod=84&cashAmount=50000&impression_id=ZDhkOTkwY2MtOWMwMy00MGZkLThiMmMtYzZjNjM4OGJhMmY4KzE3NDQxODE5ODI5OTg%3D
2025-04-09,Peugeot 5008,1.2 PureTech GT EAT8,24 590 €,24.12.2021,31 461 km,Essence,Boite de vitesse automatique,130 CV / 96 kW,1,SUV,5,7,Gris,Mi-cuir (Sellerie d'origine),EURO 6,151 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-5008/id/212d2540-cb9d-4ce2-a7a4-b90144eecb81/?financePeriod=84&cashAmount=50000
2025-04-09,Ford Kuga,2.5 Duratec PHEV ST Line X eCVT,25 890 €,17.06.2020,29 021 km,Hybride,Boite de vitesse automatique,225 CV / 165 kW,2,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,32 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/ford-kuga/id/e012c032-1925-492f-98c5-c3a0a40f6936/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 5008,1.2 PureTech Allure EAT8,17 690 €,09.12.2019,80 166 km,Essence,Boite de vitesse automatique,130 CV / 96 kW,2,SUV,5,7,Gris,Mi-cuir (Sellerie d'origine),EURO 6,109 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-5008/id/920b4713-744a-4579-9e61-e35cde7b25d0/?financePeriod=84&cashAmount=50000&impression_id=ZmZlYzJkZDItYTI3OS00ZTk3LTk3YzItMDIwYTgyZDM0NDE0KzE3NDQxODIwNTY2ODM%3D
2025-04-09,Mercedes-Benz Classe GLC,Coupé 300 e AMG Line 4Matic 9G-Tronic,43 590 €,10.07.2020,92 829 km,Hybride,Boite de vitesse automatique,320 CV / 235 kW,2,SUV,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,63 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/mercedes-benz-classe-glc/id/d4a02927-5f31-4fea-8658-d3c83f034a8d/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 2008,1.2 PureTech Roadtrip EAT8,17 190 €,17.05.2022,64 747 km,Essence,Boite de vitesse automatique,131 CV / 96 kW,1,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,134 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-2008/id/4abcafaf-ded6-4cce-b64b-fc9d5a80a33d/?financePeriod=84&cashAmount=50000
2025-04-09,Nissan Qashqai,1.3 DIG-T DCT,17 690 €,16.05.2019,53 138 km,Essence,Double embrayage / DCT,160 CV / 117 kW,Inconnu,SUV,5,5,Violet,Tissu (Sellerie d'origine),EURO 6,125 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/nissan-qashqai/id/239a2e73-81ff-4db8-9a7a-78b8f50f7762/?financePeriod=84&cashAmount=50000
2025-04-09,Ford Edge,2.0 EcoBlue AWD Vignale BVA8,29 990 €,30.09.2019,56 814 km,Diesel,Boite de vitesse automatique,238 CV / 175 kW,2,SUV,5,5,Blanc,Cuir (Sellerie d'origine),EURO 6,177 g/km,Crit'Air 2,Oui,https://www.autohero.com/fr/ford-edge/id/a69ff67f-58bc-4f8a-9e7a-0fc539e174e9/?financePeriod=84&cashAmount=50000
2025-04-09,BMW X1,sDrive18d M Sport BVA8,22 090 €,14.02.2017,99 170 km,Diesel,Boite de vitesse automatique,150 CV / 110 kW,2,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,,Crit'Air 2,,https://www.autohero.com/fr/bmw-x-1/id/f3d535df-c3ad-41a5-aa69-cc49c5957483/?financePeriod=84&cashAmount=50000
2025-04-09,Alfa Romeo Giulietta,2.0 JTDM Veloce Alfa TCT,18 290 €,29.01.2021,58 253 km,Diesel,Double embrayage / DCT,170 CV / 125 kW,2,Berline,5,5,Gris,Alcantara (Sellerie d'origine),EURO 6,145 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/alfa-romeo-giulietta/id/37f0eda7-7f10-4a5f-a43c-a33abb11cbf8/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Mégane,Estate 1.2 TCe Energy Business,11 890 €,06.06.2018,70 655 km,Essence,Boite de vitesse manuelle,100 CV / 74 kW,3,Break,5,5,Rouge,Tissu (Sellerie d'origine),EURO 6,120 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/renault-megane/id/d160f89f-3e1e-492d-bdec-c3182dcc7090/?financePeriod=84&cashAmount=50000
2025-04-09,Mercedes-Benz Classe A,200 AMG Line 7G-DCT,27 890 €,30.08.2022,34 108 km,Essence,Double embrayage / DCT,163 CV / 120 kW,2,Berline,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,138 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/mercedes-benz-classe-a/id/30e43c8d-05b8-460a-b20b-af8c805f0467/?financePeriod=84&cashAmount=50000
2025-04-09,Audi Q2,35 TFSI S Line S Tronic,23 390 €,24.07.2020,51 000 km,Essence,Double embrayage / DCT,150 CV / 110 kW,3,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,151 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/audi-q-2/id/a37dd83b-83b8-4156-8e69-0ccd766e8c3f/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Kangoo,1.2 TCe Intens EDC,13 890 €,18.04.2017,82 942 km,Essence,Double embrayage / DCT,115 CV / 84 kW,2,Monospace,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,144 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/renault-kangoo/id/4cf2151d-dd79-4ba5-a825-318c1fc1c0ff/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Mégane,1.3 TCe Intens EDC,18 090 €,04.03.2021,35 099 km,Essence,Boite de vitesse automatique,140 CV / 103 kW,2,Berline,5,5,Marron,Cuir (Sellerie d'origine),EURO 6,137 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/renault-megane/id/1380143e-9e04-488e-954e-fc21861cd53f/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 208,1.2 PureTech Like,9 990 €,26.04.2022,39 431 km,Essence,Boite de vitesse manuelle,75 CV / 55 kW,1,Citadine,5,5,Jaune,Tissu (Sellerie d'origine),EURO 6,119 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-208/id/d12ce2fd-2fd9-45d2-922e-14a941fe69c0/?financePeriod=84&cashAmount=50000
2025-04-09,Audi A3,Sportback 35 TFSI mHEV Design S Tronic 7,27 990 €,23.05.2023,20 364 km,Essence,Double embrayage / DCT,150 CV / 110 kW,1,Berline,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,130 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/audi-a-3/id/42e71fd5-1c6e-4d0a-b153-be3ba782f64d/?financePeriod=84&cashAmount=50000&impression_id=MWFjNjYxNWItNjFhZS00YWFhLWJlY2UtYjU1OTRmZTYzYzlhKzE3NDQxODE5NTY5MjE%3D
2025-04-09,Nissan X-Trail,1.6 dCi N-Connecta Xtronic,16 290 €,22.08.2018,90 866 km,Diesel,Boite de vitesse automatique,130 CV / 96 kW,4,SUV,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,139 g/km,Crit'Air 2,Oui,https://www.autohero.com/fr/nissan-x-trail/id/491180e6-901d-4190-8e4a-71cb69be7cf2/?financePeriod=84&cashAmount=50000
2025-04-09,Fiat 500,0.9 TwinAir Lounge,9 990 €,29.06.2018,56 365 km,Essence,Boite de vitesse manuelle,85 CV / 63 kW,2,Citadine,3,4,Blanc,Tissu (Sellerie d'origine),EURO 6,90 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/fiat-500/id/0326b43f-3890-4bcc-b4ba-3b14bbc67105/?financePeriod=84&cashAmount=50000
2025-04-09,Renault Clio,1.6 E-Tech RS Line,17 390 €,13.10.2021,35 749 km,Hybride,Boite de vitesse automatique,140 CV / 103 kW,2,Citadine,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,99 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/renault-clio/id/4dbfcb4f-edf4-4c78-8465-1cc8e49c9d8d/?financePeriod=84&cashAmount=50000
2025-04-09,Honda HR-V,1.5 i-MMD eHEV Advance,24 990 €,11.05.2022,45 382 km,Hybride,Boite de vitesse automatique,131 CV / 96 kW,1,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,122 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/honda-hr-v/id/c922a115-701f-4b98-8919-bfdcedf2c28f/?financePeriod=84&cashAmount=50000&impression_id=MGU2MzFiNmItODUyZS00MTU4LWE0OTItNzUxZjQ3MWFkYzY4KzE3NDQxODE4MzA0OTg%3D
2025-04-09,Dacia Jogger,1.0 TCe SL Extreme +,19 390 €,03.06.2022,28 950 km,Essence,Boite de vitesse manuelle,110 CV / 81 kW,2,Break,5,7,Gris,Tissu (Sellerie d'origine),EURO 6,130 g/km,Crit'Air 1,Oui,https://www.autohero.com/fr/dacia-jogger/id/79521e5e-0848-4253-b0c1-7e971786f678/?financePeriod=84&cashAmount=50000&impression_id=NzE4ZGUxYmEtNmQ3NS00YWZmLTlmNjYtNjhmZDBhMWU0MWZlKzE3NDQxODE4ODMwOTg%3D
2025-04-09,Dacia Sandero,0.9 TCe Explorer,10 490 €,28.07.2017,43 125 km,Essence,Boite de vitesse manuelle,90 CV / 66 kW,2,Citadine,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,115 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/dacia-sandero/id/8a22f2ed-a896-449e-abb5-c6947cf569c4/?financePeriod=84&cashAmount=50000&impression_id=ZDIyZGY2ZjQtN2I3ZC00OTIxLTljMmYtZDhiN2VkOTkxN2M1KzE3NDQxODIwMDk0MDA%3D
2025-04-09,Citroen C3 Aircross,1.5 Blue-HDi Shine Pack EAT6,16 390 €,30.06.2022,70 153 km,Diesel,Boite de vitesse automatique,120 CV / 88 kW,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,134 g/km,Crit'Air 2,Oui,https://www.autohero.com/fr/citroen-c-3-aircross/id/67cce88f-5654-4d90-9472-962574b3cbf1/?financePeriod=84&cashAmount=50000&impression_id=Mjc1MjA0MjMtODk5NC00ZDdkLTkzODMtZTBjOWNmMTMwYmIxKzE3NDQxODE3NzE2ODk%3D
2025-04-09,Peugeot 3008,1.5 Blue-HDi Allure Pack EAT8,23 490 €,31.01.2023,36 848 km,Diesel,Boite de vitesse automatique,130 CV / 96 kW,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,143 g/km,Crit'Air 2,Oui,https://www.autohero.com/fr/peugeot-3008/id/ac5a91c9-3fe2-4eaa-9c7e-4431078c484f/?financePeriod=84&cashAmount=50000
2025-04-09,Opel Crossland X,1.5 Diesel Elegance Business,14 890 €,11.02.2021,41 859 km,Diesel,Boite de vitesse manuelle,102 CV / 75 kW,2,SUV,5,5,Rouge,Mi-cuir (Sellerie d'origine),EURO 6,125 g/km,Crit'Air 2,Non,https://www.autohero.com/fr/opel-crossland-x/id/385e3813-59f7-4963-9885-88a5f16c5807/?financePeriod=84&cashAmount=50000
2025-04-09,Kia Niro,1.6 GDi Plug-In Hybrid Design DCT6,17 990 €,11.06.2019,79 324 km,Hybride,Double embrayage / DCT,141 CV / 104 kW,2,SUV,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,29 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/kia-niro/id/fe7ff8ad-9b48-4955-a436-8eda9df5dabb/?financePeriod=84&cashAmount=50000
2025-04-09,Peugeot 3008,1.2 PureTech Allure Pack,22 390 €,22.12.2023,9 775 km,Essence,Boite de vitesse manuelle,130 CV / 96 kW,Inconnu,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,138 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/peugeot-3008/id/7a301c98-3da0-43fc-a6d3-db70a343e5dc/?financePeriod=84&cashAmount=50000&impression_id=MzA4Y2I3OTMtZGQxNi00YzkzLTgxZDMtMDg5OGE2ZTI0M2JlKzE3NDQxODE4MzU2MTc%3D
2025-04-09,Ford EcoSport,1.0 EcoBoost Titanium,8 990 €,20.06.2017,99 437 km,Essence,Boite de vitesse manuelle,125 CV / 92 kW,3,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,125 g/km,Crit'Air 1,Non,https://www.autohero.com/fr/ford-eco-sport/id/a96c9ca5-0565-4a9e-83e7-c68f5a140d03/?financePeriod=84&cashAmount=50000
